row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MSTRG.28437	5773.78416059396	-1.30734917652883	0.152789287278076	-8.55655000307358	1.16295407575152e-17	1.83479836475945e-15
MSTRG.2844	105.25393448474	-2.2468445019687	0.576719233903668	-3.89590700272016	9.78319245893111e-05	0.00136950464326913
MSTRG.28449	322.693815003932	1.07050055249798	0.310795537021721	3.44438843220315	0.000572352793104632	0.00597756188913617
MSTRG.28491	319.353267284767	1.40187856604356	0.34245527306481	4.0936106881854	4.24707185687882e-05	0.000687532709009281
MSTRG.28499	1604.87824792209	-4.64130203728081	0.908308973300347	-5.10982735358939	3.22453334914262e-07	9.91466739685257e-06
MSTRG.2850	48857.6962835574	1.38089129903929	0.349160244545454	3.95489269070986	7.65690112798512e-05	0.00111567019615032
MSTRG.28505	25.794674216282	-3.46771982265786	0.670739567688139	-5.16999442065147	2.34100983872202e-07	7.3989749385421e-06
MSTRG.28509	78.2628213200851	1.8798410217854	0.371514690626865	5.05993724935481	4.19394477090435e-07	1.24192383000564e-05
MSTRG.2851	424.714483706694	1.75096630589583	0.263044453177651	6.65654145047981	2.8034609574763e-11	1.88674882900363e-09
MSTRG.2852	244.822343890536	1.19491991623924	0.236117659867801	5.06069692926932	4.17726757505425e-07	1.23889131409313e-05
MSTRG.28525	3932.67295334833	3.81010971930522	0.148058781191106	25.7337639054812	4.89895322237101e-146	9.42950516241971e-142
MSTRG.2853	910.663496421328	1.69688689938803	0.293584334939477	5.77989591896259	7.47468529072283e-09	3.27728342769551e-07
MSTRG.28541	427.08782661056	-1.14730087214014	0.231813994154838	-4.94923042210216	7.45074968034567e-07	2.06645576148838e-05
MSTRG.28560	60.4005751861759	1.47252756076821	0.378090279180443	3.89464538458934	9.83424941870008e-05	0.00137565140124374
MSTRG.2863	214.402135078158	-2.03033468918781	0.415500185359397	-4.88648323329057	1.02653065050824e-06	2.74045242177289e-05
MSTRG.28647	46.4753792196683	4.16803078497527	0.732489626909805	5.69022499684969	1.26872086581361e-08	5.30876939677836e-07
MSTRG.28696	577.42218416478	2.48709651833973	0.324784825429289	7.65767463135748	1.89329809188852e-14	1.91801061435107e-12
MSTRG.28697	117.914658215426	1.3543639172868	0.405615105911446	3.33903717477052	0.000840693129803327	0.00818909987978463
MSTRG.2876	16419.2961106679	1.62119117968778	0.253303040155136	6.4002041929496	1.55169294877318e-10	9.07811120911432e-09
MSTRG.28782	36.1705892044509	-1.91469395705833	0.463648777195511	-4.12962149633999	3.63360944818931e-05	0.000601666782484158
MSTRG.28806	1377.51600545119	1.07758545818734	0.23366102436306	4.61174670069493	3.99299388450921e-06	8.94728129092354e-05
MSTRG.28815	138.654257121327	1.21215957164543	0.303296220788145	3.99661943856576	6.4253469945846e-05	0.00096522943300514
MSTRG.28828	178.43265219594	-2.23197713465826	0.570316278670205	-3.9135778131084	9.09385772547023e-05	0.00128945268596927
MSTRG.28833	908.422622562126	1.12723351280895	0.195724067849692	5.75929943206893	8.44637543869143e-09	3.66988339602557e-07
MSTRG.28854	63.4055598526601	2.98882680528141	0.40149974404371	7.44415619093403	9.75660123455709e-14	8.98540959630406e-12
MSTRG.28873	111.192664741824	1.16328569421333	0.284081642910626	4.09489920677243	4.2235208966982e-05	0.000684295708919588
MSTRG.28884	145.598215984213	1.3572292270592	0.338537947820681	4.00909037168886	6.09530881255359e-05	0.000924527218471486
MSTRG.28897	303.447118946555	4.05758925472645	1.11106696863769	3.65197541575874	0.000260230802286807	0.00311113197665619
MSTRG.28903	2016.31716843391	1.06721346257657	0.2820894518114	3.783244838556	0.000154797007343023	0.00200641939214714
MSTRG.28920	6420.03851412949	1.11273632049416	0.228403338359807	4.87180410095954	1.10583788911064e-06	2.93184127955945e-05
MSTRG.28941	2235.01991320635	1.15619515261626	0.170109771860393	6.79675917480587	1.06998732890812e-11	7.86073133848221e-10
MSTRG.29028	380.993006297453	2.8001685444827	0.184263470205277	15.1965473208727	3.72756675701213e-52	5.97901707824746e-49
MSTRG.29098	115.476259073596	-2.72321945221191	0.490700283997414	-5.54965941740979	2.8622664910056e-08	1.09746823543577e-06
MSTRG.29099	3906.39323479791	-2.4495520884875	0.309241930947213	-7.92115118730661	2.35321594916681e-15	2.728596421058e-13
MSTRG.29115	554.740237734539	-3.51301796082982	0.450341522251789	-7.80078626386502	6.15226375468418e-15	6.72833936080461e-13
MSTRG.29140	28.6907331350778	-3.02834757858041	0.640853496028996	-4.72549123527507	2.29559736400833e-06	5.4957286147304e-05
MSTRG.29155	442.417808284295	-1.29171071066247	0.228841709545334	-5.64455978426688	1.65604429648995e-08	6.71064013028181e-07
MSTRG.2919	19.4124471782543	2.66831773859201	0.757588491725896	3.52212021134745	0.000428109968010937	0.00470066210169681
MSTRG.29203	6037.99543506978	-1.10164036095032	0.168758085130541	-6.52792641074448	6.66864442846334e-11	4.23623986663572e-09
MSTRG.29206	2000.66853948543	-2.5008764214258	0.191228991293378	-13.0779146222083	4.40355942259636e-39	3.2599889140821e-36
MSTRG.29208	82.2586511591589	-1.45885844580658	0.357142493488703	-4.08480780753895	4.41133139903493e-05	0.000709944036526959
MSTRG.29313	474.348941506419	-1.55869542572377	0.175067336804473	-8.90340513641689	5.41590599528029e-19	1.01209086016655e-16
MSTRG.29327	701.402139107194	-1.00624562719285	0.196491648695611	-5.12106053296773	3.0382209010164e-07	9.43220579076833e-06
MSTRG.2946	6475.00370801398	1.08451341844273	0.174946441255422	6.19911677345493	5.67808933710311e-10	3.10488248751593e-08
MSTRG.29466	117.608311343056	-3.09095198889213	0.423705269827413	-7.29505203027369	2.98543684453062e-13	2.55418635677482e-11
MSTRG.29476	324.32370096279	-2.20918644885566	0.397440005938487	-5.55854070009647	2.72039527054548e-08	1.05144915998915e-06
MSTRG.29494	221.430102912249	-2.08788295505403	0.58237427523215	-3.58512222096648	0.000336920383975403	0.00382372850870198
MSTRG.29565	804.451758602784	-1.1312637847596	0.139094631084927	-8.13305140490206	4.18617006257456e-16	5.40774505801579e-14
MSTRG.29581	7762.05892087532	-1.00278310945555	0.120852814513825	-8.29755693725141	1.06274170422674e-16	1.52654121813107e-14
MSTRG.29583	66.2386074821366	-1.48097496616899	0.426244893343216	-3.47446969875249	0.000511864172062173	0.00544630269975274
MSTRG.29584	35.9479924103932	-2.3942950881882	0.596880863844325	-4.01134503252004	6.03738005995948e-05	0.000917186198848461
MSTRG.29593	54.3566501731069	-4.204493351722	0.532233449595797	-7.89971647763795	2.79538547489606e-15	3.18376210773961e-13
MSTRG.29594	459.704879121822	-3.05023445371998	0.827880695636047	-3.68438890989786	0.0002292519827804	0.00280345753783808
MSTRG.29595	138.840224848227	-2.6604807349606	0.580943192580322	-4.5795884501956	4.65891737977348e-06	0.000102251814966796
MSTRG.29626	17.0859383164976	-2.94242538499656	0.859475561209469	-3.42351256719379	0.000618173933726825	0.00636970657193465
MSTRG.2974	22.0495272613398	-2.1212482781517	0.625118914932387	-3.39335161275856	0.000690429534531605	0.0069768379169201
MSTRG.29746	23.9327681286901	-2.40842945148248	0.591518626224675	-4.07160374112664	4.66905593901126e-05	0.000743211805104494
MSTRG.29769	1028.45558423117	-1.40141817885515	0.269946077230501	-5.19147450940178	2.08635154851962e-07	6.67077983486804e-06
MSTRG.2977	34975.9922206442	-1.26986833140559	0.216855636962507	-5.85582348327495	4.74652154743914e-09	2.14462551044856e-07
MSTRG.29800	435.683455126334	-1.36985779111153	0.278085427048268	-4.92603228314353	8.39161391911021e-07	2.30088012414577e-05
MSTRG.29829	975.898455473089	-1.06158730563671	0.23316888621426	-4.55286862185038	5.29193232088978e-06	0.000113809065153616
MSTRG.2983	34.1214816026468	-1.54252781017721	0.455117812573734	-3.38929342592432	0.000700729836358664	0.00704683797817741
MSTRG.2988	377.583029497497	3.44846923130998	0.905544332756369	3.80817272724048	0.000139997473949234	0.00184946559957094
MSTRG.2997	690.407584747487	1.63190288719957	0.353184323909724	4.6205416739184	3.82739451846448e-06	8.60627216021079e-05
MSTRG.3018	33.8111576183191	6.07385593290674	1.268476409067	4.78830815416917	1.68193244482434e-06	4.22765956937702e-05
MSTRG.3059	676.737492399523	-1.66556905685755	0.222259839348659	-7.4937922286751	6.6911616640692e-14	6.34440786748788e-12
MSTRG.3220	1959.21452447425	-1.70642889158142	0.288960619590126	-5.90540293691885	3.51785859760532e-09	1.62768611266123e-07
MSTRG.3231	62.689914294997	1.23338379909629	0.375592415977896	3.28383573956105	0.00102404589061751	0.00972894141293481
MSTRG.3241	530.234668500821	-1.59451649743432	0.460514044961775	-3.46247093846328	0.000535239713843005	0.00564509260934255
MSTRG.3272	34.7068496615448	3.26755779125569	0.817606789627438	3.99649052907771	6.42884524684429e-05	0.00096522943300514
